"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.128057580E1,7.024743594E-3,-1.511846948E-2,3.512371797E-3
1.128972731E1,1.007897966E-2,-1.695101149E-2,3.665083554E-3
1.129887882E1,1.557660475E-2,-1.084253844E-2,2.443389036E-3
1.130803033E1,1.908897609E-2,7.330167107E-3,1.832541777E-3
1.131718184E1,1.954711229E-2,1.740914769E-2,3.665083554E-3
1.132633335E1,1.420219894E-2,4.886778072E-3,3.665083554E-3
1.133548486E1,6.413896102E-3,-1.450762246E-2,1.679830020E-3
1.134463637E1,-3.054236295E-4,-2.412846684E-2,-1.527118147E-4
1.135378788E1,-7.635590620E-3,-2.718270384E-2,-1.374406274E-3
1.136293939E1,-1.389677543E-2,-1.878355257E-2,-2.137965523E-3
1.137209090E1,-1.771457121E-2,-7.330167107E-3,-3.359660041E-3
1.138124241E1,-9.009997360E-3,-7.941014133E-3,-5.650337320E-3
1.139039392E1,6.413896102E-3,-1.099525020E-2,-8.093725890E-3
1.139954543E1,1.618745178E-2,-1.389677543E-2,-7.941014133E-3
1.140869694E1,1.679829881E-2,-1.328592747E-2,-7.330167107E-3
1.141784840E1,1.068982668E-2,-8.551862091E-3,-4.275931045E-3
1.142699996E1,3.817795310E-3,-9.620844387E-3,-1.527118147E-4
1.143615142E1,5.039489828E-3,-7.330167107E-3,2.901524538E-3
1.144530298E1,1.359135192E-2,1.832541777E-3,6.108472589E-3
1.145445449E1,1.908897609E-2,9.009997360E-3,5.497625098E-3
1.146360595E1,2.275406010E-2,2.443389036E-3,4.886778072E-3
1.147275746E1,2.046338283E-2,-7.177455351E-3,4.886778072E-3
1.148190897E1,1.801999472E-2,-4.275931045E-3,3.054236295E-3
1.149106054E1,1.359135192E-2,5.955760833E-3,2.443389036E-3
1.150021205E1,8.551862091E-3,1.206423342E-2,1.679830020E-3
1.150936350E1,6.719320081E-3,1.450762246E-2,2.901524538E-3
1.151851501E1,5.344913341E-3,2.168507688E-2,1.679830020E-3
1.152766652E1,2.290677279E-3,2.825168520E-2,1.068982761E-3
1.153681804E1,1.068982761E-3,1.863084175E-2,1.068982761E-3
1.154596955E1,5.497625098E-3,6.566607859E-3,1.068982761E-3
1.155512106E1,1.420219894E-2,6.566607859E-3,3.665083554E-3
1.156427257E1,1.175880991E-2,4.275931045E-3,1.832541777E-3
1.157342408E1,4.428642802E-3,-3.665083554E-3,4.581354442E-4
1.158257559E1,1.985253533E-3,-6.108472589E-3,-7.635590737E-4
1.159172710E1,4.428642802E-3,0.000000000E0,1.679830020E-3
1.160087861E1,3.054236295E-3,1.267508045E-2,1.068982761E-3
1.161003012E1,-4.428642802E-3,2.947338112E-2,4.581354442E-4
1.161918163E1,-8.857285604E-3,2.947338112E-2,4.581354442E-4
1.162833314E1,-4.886778072E-3,1.832541777E-3,-2.596100792E-3
1.163748465E1,-3.512371797E-3,-1.572931744E-2,-5.650337320E-3
1.164663616E1,-6.566607859E-3,-9.620844387E-3,-4.428642802E-3
1.165578767E1,-9.773556143E-3,5.955760833E-3,-3.206948051E-3
1.166493918E1,-5.039489828E-3,1.924168877E-2,-1.985253533E-3
