"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.585502810E0,-1.068982668E-2,-5.115845799E-2,-2.137965523E-3
8.594654477E0,5.192201585E-3,-3.420744836E-2,-4.428642802E-3
8.603806143E0,2.031067200E-2,-1.435491070E-2,-3.054236295E-3
8.612957810E0,2.947338112E-2,3.206948051E-3,-4.275931045E-3
8.622109477E0,3.359659761E-2,2.122694254E-2,-4.886778072E-3
8.631261091E0,3.268032894E-2,4.306473210E-2,6.108472589E-4
8.640412758E0,2.076880634E-2,7.070557028E-2,7.788302377E-3
8.649564425E0,3.359660041E-3,8.689302206E-2,1.252236869E-2
8.658716091E0,-1.252236869E-2,7.849387079E-2,1.557660475E-2
8.667867706E0,-2.596100792E-2,6.108472496E-2,1.603474095E-2
8.677019373E0,-3.130592033E-2,4.413371533E-2,1.114796288E-2
8.686171039E0,-3.558185324E-2,3.329117596E-2,2.596100792E-3
8.695322706E0,-3.665083647E-2,2.657185495E-2,-4.123218823E-3
8.704474373E0,-3.481829539E-2,1.939439960E-2,-8.399149403E-3
8.713625987E0,-2.672456764E-2,6.719320081E-3,-5.344913341E-3
8.722777654E0,-1.725643501E-2,-1.557660475E-2,9.162708884E-4
8.731929320E0,-1.282779220E-2,-3.848337755E-2,9.162708884E-4
8.741080987E0,-1.130067464E-2,-5.589252338E-2,-9.162708884E-4
8.750232654E0,-1.252236869E-2,-6.261184067E-2,-5.803049076E-3
8.759384268E0,-1.496575773E-2,-6.016845629E-2,-1.252236869E-2
8.768535935E0,-1.679829881E-2,-5.787777901E-2,-2.046338283E-2
8.777687602E0,-1.007897966E-2,-5.604523420E-2,-2.458660305E-2
8.786839268E0,-2.748812549E-3,-4.520269856E-2,-2.641914412E-2
8.795990935E0,1.985253533E-3,-2.336490713E-2,-2.397575416E-2
8.805142550E0,4.581354442E-4,1.832541777E-3,-2.031067200E-2
8.814294216E0,-4.123218823E-3,2.779355086E-2,-1.679829881E-2
8.823445883E0,-3.512371797E-3,4.642439261E-2,-1.252236869E-2
8.832597550E0,-1.832541777E-3,5.909947306E-2,-1.313321572E-2
8.841749216E0,-1.985253533E-3,7.299624383E-2,-1.496575773E-2
8.850900831E0,-5.344913341E-3,9.529217333E-2,-1.191152167E-2
8.860052498E0,-1.099525020E-2,1.110214889E-1,-8.246437646E-3
8.869204164E0,-2.015795931E-2,1.145338640E-1,-5.955760833E-3
8.878355831E0,-2.748812735E-2,1.067455560E-1,-3.512371797E-3
8.887507445E0,-3.481829539E-2,9.651386738E-2,1.374406274E-3
