"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.642560793E0,4.173613787E-1,3.390202299E-2,-8.368607610E-2
7.651712303E0,4.847072959E-1,2.672456764E-2,-9.422318637E-2
7.660863762E0,5.488462448E-1,2.321219631E-2,-9.132166207E-2
7.670015272E0,6.183301210E-1,2.412846684E-2,-6.566607952E-2
7.679166730E0,7.113316059E-1,1.771457121E-2,-3.451287001E-2
7.688318241E0,8.454126120E-1,-2.779355086E-2,-1.832541777E-3
7.697469699E0,1.019504070E0,-1.346918195E-1,2.825168520E-2
7.706621209E0,1.227192163E0,-2.962609231E-1,6.154286116E-2
7.715759959E0,1.484511495E0,-4.909684956E-1,1.006370857E-1
7.724924178E0,1.794974685E0,-6.820109487E-1,1.372879148E-1
7.734075689E0,2.117349386E0,-8.565605879E-1,1.776038408E-1
7.743214387E0,2.440640211E0,-9.788827300E-1,2.263189107E-1
7.752378657E0,2.783630848E0,-1.023321867E0,2.550287247E-1
7.761530116E0,3.099897146E0,-9.660549164E-1,2.809897363E-1
7.770681626E0,3.335378647E0,-8.432746530E-1,2.869454920E-1
7.779833084E0,3.423187971E0,-7.137750387E-1,2.501419485E-1
7.788984595E0,3.411123753E0,-6.673506498E-1,1.065928489E-1
7.798123345E0,3.427922010E0,-6.943806410E-1,-4.902049154E-2
7.807287564E0,3.445331335E0,-6.262711287E-1,-2.089097649E-1
7.816439022E0,3.416163206E0,-4.303418994E-1,-3.100049794E-1
7.825590532E0,3.341792583E0,-2.412846684E-1,-2.954973578E-1
7.834741991E0,3.228633165E0,-1.898207814E-1,-1.905843467E-1
7.843893501E0,3.107379913E0,-3.407000601E-1,-5.100574717E-2
7.853032251E0,2.964441776E0,-5.357130170E-1,6.474980712E-2
7.862196470E0,2.807454109E0,-7.285880446E-1,1.310267299E-1
7.871347980E0,2.692767382E0,-8.075400591E-1,1.443126649E-1
7.880486678E0,2.658865452E0,-7.108734846E-1,9.513945878E-2
7.889650949E0,2.723462582E0,-5.821374655E-1,5.192201585E-3
7.898802407E0,2.793099165E0,-4.953971207E-1,-4.886778072E-2
7.907941157E0,2.810202837E0,-5.303681493E-1,-6.383354217E-2
7.917105376E0,2.774162769E0,-6.914790869E-1,-8.719844371E-2
7.926256887E0,2.682688475E0,-8.597674966E-1,-1.183516532E-1
7.935395637E0,2.544178724E0,-9.504783154E-1,-1.363716573E-1
7.944559855E0,2.381998777E0,-9.959864616E-1,-1.368297935E-1
7.953711314E0,2.253873587E0,-1.016602516E0,-1.188097894E-1
7.962850064E0,2.166827917E0,-9.998042583E-1,-1.188097894E-1
7.972014282E0,2.057638884E0,-9.874345660E-1,-1.281252056E-1
7.981165793E0,1.946617484E0,-9.707890153E-1,-1.398840249E-1
7.990304543E0,1.837123156E0,-9.281824231E-1,-1.504211426E-1
7.999468762E0,1.730377555E0,-8.464815617E-1,-1.556133330E-1
8.008620272E0,1.621494055E0,-7.386670709E-1,-1.411057115E-1
8.017771730E0,1.503447771E0,-6.441384554E-1,-1.108687744E-1
8.026923241E0,1.371810198E0,-5.599942207E-1,-8.017370105E-2
8.036074699E0,1.235591292E0,-5.015056133E-1,-4.627167806E-2
8.045226209E0,1.094638348E0,-4.650074840E-1,-3.268032894E-2
8.054377668E0,9.665130973E-1,-3.988832533E-1,-2.825168520E-2
8.063529178E0,8.492304087E-1,-3.151971996E-1,-1.679829881E-2
8.072680637E0,7.548545003E-1,-2.580829561E-1,-1.068982761E-3
8.081832147E0,6.696413159E-1,-2.382304370E-1,3.206948051E-3
8.090983605E0,5.858024955E-1,-2.342599183E-1,1.985253533E-3
8.100135116E0,5.062396526E-1,-2.313583940E-1,4.581354558E-3
8.109286626E0,4.289674759E-1,-2.108950168E-1,1.740914769E-2
8.118438084E0,3.487937748E-1,-1.362189353E-1,3.817795217E-2
8.127589595E0,2.701472044E-1,-3.878879920E-2,5.528167635E-2
8.136741053E0,1.973036677E-1,2.443389036E-2,7.666133344E-2
8.145892564E0,1.478250325E-1,4.214845970E-2,1.183516532E-1
8.155044022E0,1.209477559E-1,-6.108472589E-4,1.566823274E-1
8.164195532E0,9.972081333E-2,-6.795676053E-2,1.866138428E-1
8.173346991E0,8.994726092E-2,-1.493521482E-1,2.067717910E-1
8.182498501E0,8.017370105E-2,-2.264716178E-1,2.115058601E-1
8.191649959E0,4.031591862E-2,-2.589992285E-1,2.070772201E-1
8.200801470E0,-4.611896724E-2,-2.392994165E-1,1.985253543E-1
8.209952928E0,-1.414111406E-1,-2.003578991E-1,1.977618039E-1
8.219104439E0,-2.154763639E-1,-1.841704547E-1,2.112004459E-1
8.228255897E0,-2.852656841E-1,-1.853921413E-1,2.321219593E-1
8.237407407E0,-3.419217467E-1,-1.931804419E-1,2.530434728E-1
8.246558866E0,-3.701734245E-1,-2.082989216E-1,2.565558553E-1
8.255710376E0,-3.843756318E-1,-2.113531530E-1,2.443388999E-1
8.264861887E0,-3.744493723E-1,-1.998997629E-1,2.321219593E-1
8.274013345E0,-3.897205591E-1,-1.516428292E-1,2.447970361E-1
8.283164855E0,-4.553866386E-1,-7.207997888E-2,2.858765125E-1
8.292303553E0,-5.170822144E-1,-1.252236869E-2,3.060344756E-1
8.301467824E0,-4.207210541E-1,4.963133857E-2,2.889307439E-1
8.310619282E0,-1.626380831E-1,2.002051920E-1,3.048127890E-1
8.319758032E0,-2.107422985E-2,4.682144225E-1,3.666610718E-1
8.328922251E0,-8.215895295E-2,7.198835015E-1,4.850127101E-1
8.338073762E0,-3.871244490E-1,9.663603902E-1,6.500942111E-1
8.347212512E0,-7.345438004E-1,7.763868570E-1,7.081246972E-1
