"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
9.296912412E0,4.810422286E-2,-5.589252338E-2,7.635590737E-4
9.306063922E0,3.497100621E-2,-3.848337755E-2,-1.068982761E-3
9.315215381E0,2.626643144E-2,-2.351761982E-2,-1.832541777E-3
9.324366839E0,2.168507688E-2,-5.955760833E-3,-6.108472589E-4
9.333518349E0,2.214321308E-2,9.009997360E-3,-1.221694518E-3
9.342669808E0,2.702999115E-2,1.206423342E-2,-1.832541777E-3
9.351821318E0,3.329117596E-2,4.275931045E-3,-2.290677279E-3
9.360972776E0,3.588727489E-2,-9.620844387E-3,-1.068982761E-3
9.370124287E0,3.481829539E-2,-2.351761982E-2,-1.068982761E-3
9.379275745E0,2.993151546E-2,-2.947338112E-2,-1.068982761E-3
9.388427204E0,2.367033064E-2,-2.290677279E-2,-1.832541777E-3
9.397578714E0,1.801999472E-2,-1.145338640E-2,-1.221694518E-3
9.406730172E0,1.175880991E-2,-1.221694518E-3,-1.221694518E-3
9.415881683E0,1.114796288E-2,-4.886778072E-3,-3.054236295E-3
9.425033141E0,5.650337320E-3,-7.941014133E-3,-3.206948051E-3
9.434184599E0,-5.344913341E-3,-1.038440317E-2,-3.206948051E-3
9.443336110E0,-1.328592747E-2,-1.695101149E-2,-2.596100792E-3
9.452487568E0,-1.038440317E-2,-1.389677543E-2,-1.527118147E-4
9.461639079E0,-5.344913341E-3,-7.941014133E-3,-1.985253533E-3
9.470790537E0,-3.054236295E-3,-1.221694518E-3,-1.374406274E-3
9.479941995E0,-3.665083554E-3,2.290677279E-3,-3.206948051E-3
9.489093506E0,-6.719320081E-3,-0.000000000E0,-2.596100792E-3
9.498244964E0,-6.566607859E-3,-9.009997360E-3,-7.635590737E-4
9.507396474E0,-2.137965523E-3,-2.168507688E-2,-1.527118147E-4
9.516547933E0,3.359660041E-3,-3.023693897E-2,-1.374406274E-3
9.525699443E0,5.803049076E-3,-2.840439789E-2,-6.108472589E-4
9.534850901E0,5.803049076E-3,-1.817270555E-2,-6.108472589E-4
9.544002360E0,-1.679830020E-3,-9.620844387E-3,-7.635590737E-4
9.553153870E0,-7.941014133E-3,-1.038440317E-2,4.581354442E-4
9.562305329E0,-1.221694518E-2,-1.084253844E-2,5.955760833E-3
9.571456839E0,-7.941014133E-3,-7.941014133E-3,9.009997360E-3
9.580608297E0,1.985253533E-3,-4.886778072E-3,9.620844387E-3
9.589759756E0,9.926267900E-3,-3.054236295E-3,7.941014133E-3
9.598911266E0,1.114796288E-2,-3.054236295E-3,6.719320081E-3
9.608062724E0,5.039489828E-3,1.221694518E-3,5.344913341E-3
9.617214235E0,-6.108472589E-4,7.788302377E-3,2.901524538E-3
9.626365693E0,0.000000000E0,9.620844387E-3,2.901524538E-3
9.635517204E0,6.261184346E-3,3.665083554E-3,2.901524538E-3
9.644668662E0,1.114796288E-2,-6.566607859E-3,4.275931045E-3
9.653820120E0,1.496575773E-2,-1.328592747E-2,6.719320081E-3
9.662971631E0,1.374406368E-2,-1.328592747E-2,6.719320081E-3
9.672123089E0,9.926267900E-3,-1.084253844E-2,7.330167107E-3
9.681274599E0,9.315420873E-3,-9.620844387E-3,5.497625098E-3
9.690426058E0,1.053711493E-2,-9.620844387E-3,4.275931045E-3
9.699577516E0,1.191152167E-2,-8.399149403E-3,6.108472589E-4
9.708729026E0,1.114796288E-2,-6.108472589E-3,6.108472589E-4
9.717880485E0,8.857285604E-3,-1.389677543E-2,6.108472589E-4
9.727031995E0,8.246437646E-3,-1.756185852E-2,6.108472589E-4
9.736183454E0,6.872031838E-3,-1.267508045E-2,6.108472589E-4
9.745334964E0,4.428642802E-3,-9.162709117E-3,-1.985253533E-3
9.754486422E0,1.527118147E-4,-1.267508045E-2,-6.261184346E-3
9.763637881E0,-5.955760833E-3,-2.061609551E-2,-9.315420873E-3
9.772789391E0,-7.024743594E-3,-3.023693897E-2,-1.114796288E-2
9.781940849E0,-8.093725890E-3,-4.520269856E-2,-1.114796288E-2
9.791092360E0,-1.481304597E-2,-5.497625470E-2,-8.704573847E-3
9.800243818E0,-1.786728203E-2,-5.436540768E-2,-5.650337320E-3
9.809395329E0,-1.313321572E-2,-4.703523964E-2,-5.650337320E-3
