"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.580030109E0,1.053711493E-2,4.123218823E-3,-2.367033064E-2
8.589181880E0,3.206948051E-3,4.123218823E-3,-2.733541466E-2
8.598333599E0,-4.886778072E-3,5.803049076E-3,-2.565558441E-2
8.607485318E0,-7.941014133E-3,8.857285604E-3,-2.565558441E-2
8.616637037E0,-4.275931045E-3,9.468132630E-3,-2.565558441E-2
8.625788807E0,6.261184346E-3,7.024743594E-3,-2.916795574E-2
8.634940526E0,2.229592577E-2,9.468132630E-3,-3.649812192E-2
8.644092245E0,3.405473381E-2,7.024743594E-3,-4.428642616E-2
8.653243964E0,3.420744836E-2,2.290677279E-3,-5.100574717E-2
8.662395734E0,3.054236248E-2,-5.039489828E-3,-5.894676223E-2
8.671547453E0,2.764083818E-2,-1.466033421E-2,-6.627693027E-2
8.680699172E0,2.764083818E-2,-1.893626526E-2,-6.749862432E-2
8.689850891E0,3.069507517E-2,-2.489202656E-2,-5.894676223E-2
8.699002662E0,3.390202299E-2,-3.634541109E-2,-4.611896724E-2
8.708154380E0,3.145863488E-2,-4.107947648E-2,-4.001049697E-2
8.717306099E0,3.634541109E-2,-4.291202128E-2,-4.062134400E-2
8.726457818E0,5.253286287E-2,-5.008947477E-2,-4.718795046E-2
8.735609589E0,7.666133344E-2,-6.520794332E-2,-5.864133686E-2
8.744761307E0,1.059819981E-1,-8.689302206E-2,-7.299624383E-2
8.753913026E0,1.333174109E-1,-1.097997949E-1,-8.994726092E-2
8.763064745E0,1.575985998E-1,-1.302631795E-1,-1.056765765E-1
8.772216516E0,1.849340051E-1,-1.537808031E-1,-1.157555580E-1
8.781368234E0,2.148655206E-1,-1.852394342E-1,-1.265980899E-1
8.790519953E0,2.498365343E-1,-2.249445021E-1,-1.397313178E-1
8.799671724E0,2.996205688E-1,-2.646495700E-1,-1.563768983E-1
8.808823443E0,3.590254784E-1,-2.898470163E-1,-1.711899489E-1
8.817975162E0,4.182776511E-1,-3.025220931E-1,-1.837123185E-1
8.827126880E0,4.634803534E-1,-3.043546379E-1,-2.005106062E-1
8.836278651E0,4.900522232E-1,-3.067980409E-1,-2.258607745E-1
8.845430370E0,5.100574493E-1,-3.177932799E-1,-2.550287247E-1
8.854582089E0,5.331169367E-1,-3.364241421E-1,-2.841966748E-1
8.863733807E0,5.653391480E-1,-3.535278440E-1,-3.217637837E-1
8.872885578E0,6.027535200E-1,-3.686463237E-1,-3.623851240E-1
8.882037297E0,6.404733658E-1,-3.741439581E-1,-4.056025743E-1
8.891189016E0,6.832326651E-1,-3.755183518E-1,-4.407263100E-1
8.900340734E0,7.369872332E-1,-3.742966652E-1,-4.653128982E-1
8.909492453E0,8.003626466E-1,-3.687990308E-1,-4.782933891E-1
8.918644224E0,8.663341403E-1,-3.596363366E-1,-4.827220440E-1
8.927795943E0,9.313893318E-1,-3.359659910E-1,-4.779879749E-1
8.936947662E0,1.001636744E0,-2.666348219E-1,-4.793623984E-1
8.946086672E0,1.088987947E0,-1.658450365E-1,-4.860817194E-1
8.955251151E0,1.189166903E0,-5.787777901E-2,-4.964661002E-1
8.964402870E0,1.293469071E0,1.985253533E-3,-5.007420182E-1
8.973554589E0,1.390441060E0,-8.658760041E-2,-5.073086619E-1
8.982706359E0,1.482679009E0,-3.394783735E-1,-5.230379701E-1
8.991858078E0,1.571099162E0,-6.371136904E-1,-5.318952799E-1
9.001009797E0,1.705943704E0,-8.380824327E-1,-5.234960914E-1
9.010161516E0,1.914089918E0,-8.991671801E-1,-4.889832437E-1
9.019313287E0,2.163010120E0,-8.382351398E-1,-4.451549351E-1
9.028465005E0,2.394215822E0,-6.951441765E-1,-4.576773047E-1
9.037616724E0,2.553188801E0,-5.723638535E-1,-5.586197972E-1
9.046768443E0,2.597322464E0,-5.517477989E-1,-7.017107606E-1
9.055920214E0,2.541429996E0,-6.733064055E-1,-7.918107510E-1
9.065071932E0,2.418802500E0,-8.133431077E-1,-7.931851745E-1
9.074223651E0,2.279223919E0,-8.616000414E-1,-7.765395641E-1
9.083375370E0,2.183320761E0,-8.220477104E-1,-7.802046537E-1
9.092527141E0,2.116433144E0,-7.601994276E-1,-8.052493930E-1
9.101678859E0,2.074437380E0,-7.308787704E-1,-8.579349518E-1
9.110830578E0,2.061609507E0,-7.371399403E-1,-8.941276670E-1
9.119982297E0,2.065579891E0,-7.481352091E-1,-9.226847887E-1
9.129134068E0,2.063594818E0,-7.125533223E-1,-9.454388618E-1
9.138285787E0,2.086654186E0,-6.467345357E-1,-8.884773254E-1
9.147437505E0,2.132467747E0,-6.461237073E-1,-7.776085734E-1
9.156589224E0,2.152778387E0,-7.427902818E-1,-6.949914694E-1
9.165728234E0,2.120098114E0,-8.379297256E-1,-6.615476012E-1
9.174892714E0,2.098412991E0,-8.779402375E-1,-6.861341596E-1
9.184044432E0,2.104826927E0,-7.933378816E-1,-7.795938253E-1
9.193196203E0,2.119181871E0,-6.983511448E-1,-8.686248064E-1
9.202347922E0,2.112462521E0,-6.250494719E-1,-9.139801860E-1
9.211499641E0,2.053973913E0,-5.499152541E-1,-9.156600237E-1
9.220651359E0,1.942341566E0,-4.979932308E-1,-8.780929446E-1
9.229803130E0,1.787644506E0,-5.311316848E-1,-8.107470274E-1
9.238954849E0,1.628366113E0,-5.957288146E-1,-7.562289238E-1
9.248106568E0,1.505891204E0,-6.229115129E-1,-7.447755337E-1
9.257258287E0,1.421899676E0,-6.105418205E-1,-7.514948249E-1
9.266410057E0,1.352568507E0,-5.792359114E-1,-7.441646457E-1
9.275561776E0,1.288276911E0,-5.743491650E-1,-7.073611021E-1
9.284713495E0,1.221083641E0,-6.026008129E-1,-6.534538269E-1
9.293865214E0,1.139535546E0,-5.971031785E-1,-6.058077812E-1
9.303016984E0,1.050809979E0,-5.392253995E-1,-5.685460567E-1
9.312168703E0,9.785773158E-1,-4.772244096E-1,-5.428904891E-1
9.321320422E0,9.200887084E-1,-4.205683470E-1,-5.268557668E-1
9.330472141E0,8.513683677E-1,-3.839175105E-1,-5.224271417E-1
9.339623912E0,7.754706144E-1,-3.755183518E-1,-5.144860744E-1
9.348775630E0,7.009472251E-1,-3.442124426E-1,-4.874561131E-1
