"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.443892924E0,-9.009997360E-3,-6.261184346E-3,-3.863608837E-2
8.453044330E0,-1.191152167E-2,-1.527118124E-2,-3.985778242E-2
8.462195788E0,-1.557660475E-2,-2.015795931E-2,-4.291202128E-2
8.471347247E0,-1.801999472E-2,-2.489202656E-2,-4.902049154E-2
8.480498705E0,-1.969982497E-2,-3.939964995E-2,-5.635065958E-2
8.489650111E0,-1.725643501E-2,-4.001049697E-2,-6.490252167E-2
8.498801570E0,-7.635590620E-3,-7.482878864E-3,-6.123743951E-2
8.507953028E0,-7.635590620E-3,4.734066129E-2,-4.596625641E-2
8.517104486E0,-1.924168877E-2,9.865183383E-2,-2.046338283E-2
8.526255893E0,-3.619270027E-2,1.221694499E-1,5.039489828E-3
8.535407351E0,-3.939964995E-2,1.378987730E-1,1.603474095E-2
8.544558809E0,-3.680354729E-2,1.288887709E-1,2.336490713E-2
8.553710268E0,-2.718270384E-2,7.589777559E-2,1.847812906E-2
8.562861674E0,-1.603474095E-2,7.788302377E-3,9.162708884E-4
8.572013132E0,-9.926267900E-3,-4.840964451E-2,-1.908897609E-2
8.581164590E0,-5.803049076E-3,-8.811471611E-2,-3.542914242E-2
8.590316049E0,1.832541777E-3,-1.068982705E-1,-4.092676565E-2
8.599467455E0,4.886778072E-3,-1.068982705E-1,-4.031591862E-2
8.608618913E0,-4.581354558E-3,-8.399149776E-2,-3.497100621E-2
8.617770372E0,-2.031067200E-2,-5.070032179E-2,-2.458660305E-2
8.626921778E0,-3.665083647E-2,-2.183778957E-2,-1.679829881E-2
8.636073236E0,-4.856235534E-2,-8.551862091E-3,-8.399149403E-3
8.645224695E0,-5.467082933E-2,-1.099525020E-2,-3.512371797E-3
8.654376153E0,-5.268557742E-2,-2.183778957E-2,-4.734066315E-3
8.663527559E0,-4.214845970E-2,-2.962609194E-2,-7.788302377E-3
8.672679018E0,-3.405473381E-2,-3.634541109E-2,-9.468132630E-3
8.681830476E0,-2.733541466E-2,-3.084778599E-2,-8.246437646E-3
8.690981934E0,-2.199050039E-2,-1.267508045E-2,-8.857285604E-3
8.700133393E0,-2.336490713E-2,1.557660475E-2,-7.024743594E-3
8.709284799E0,-2.687728032E-2,4.932591692E-2,-3.970507067E-3
8.718436257E0,-2.519745007E-2,7.650861889E-2,-3.054236295E-4
8.727587715E0,-2.657185495E-2,8.612946421E-2,-1.527118147E-3
8.736739122E0,-2.473931387E-2,8.536590636E-2,-5.803049076E-3
8.745890580E0,-1.969982497E-2,8.124268800E-2,-1.068982668E-2
8.755042038E0,-2.092151903E-2,6.978929788E-2,-1.130067464E-2
8.764193497E0,-3.008422814E-2,5.833591148E-2,-7.635590620E-3
8.773344903E0,-4.107947648E-2,4.810422286E-2,-4.123218823E-3
8.782496361E0,-4.779879749E-2,4.504998401E-2,-1.679830020E-3
8.791647820E0,-4.596625641E-2,4.688252881E-2,1.527118147E-4
8.800799278E0,-4.107947648E-2,4.321744293E-2,-1.068982761E-3
8.809950684E0,-4.092676565E-2,4.688252881E-2,-5.344913341E-3
8.819102143E0,-4.413371533E-2,5.344913527E-2,-7.788302377E-3
8.828253601E0,-4.352286831E-2,4.978405312E-2,-1.145338640E-2
8.837405059E0,-4.275930673E-2,4.688252881E-2,-1.084253844E-2
8.846556465E0,-3.588727489E-2,3.787253052E-2,-1.084253844E-2
8.855707924E0,-3.008422814E-2,1.496575773E-2,-1.313321572E-2
8.864859382E0,-2.382304333E-2,-7.941014133E-3,-1.435491070E-2
8.874010840E0,-1.389677543E-2,-2.183778957E-2,-1.481304597E-2
8.883162247E0,-1.252236869E-2,-3.558185324E-2,-6.261184346E-3
8.892313705E0,-1.695101149E-2,-2.962609194E-2,-6.261184346E-3
8.901465163E0,-1.084253844E-2,-6.719320081E-3,-1.053711493E-2
8.910616622E0,-1.175880991E-2,1.374406368E-2,-1.175880991E-2
8.919768028E0,-1.863084175E-2,2.641914412E-2,-9.468132630E-3
8.928919486E0,-2.367033064E-2,3.481829539E-2,-5.803049076E-3
8.938070945E0,-2.367033064E-2,4.566083103E-2,-2.748812549E-3
8.947222403E0,-2.687728032E-2,4.337015375E-2,-2.137965523E-3
8.956373809E0,-2.046338283E-2,2.947338112E-2,-5.192201585E-3
8.965525268E0,-1.175880991E-2,1.374406368E-2,-7.482878864E-3
8.974676726E0,-1.068982761E-3,-6.108472589E-4,-1.053711493E-2
8.983828132E0,7.024743594E-3,-1.145338640E-2,-1.221694518E-2
8.992979590E0,1.130067464E-2,-1.099525020E-2,-1.282779220E-2
9.002131049E0,1.496575773E-2,6.108472589E-4,-9.773556143E-3
9.011282507E0,1.038440317E-2,1.863084175E-2,-1.832541777E-3
9.020433965E0,-1.374406274E-3,3.008422814E-2,5.344913341E-3
9.029585372E0,-1.511846948E-2,3.558185324E-2,1.068982668E-2
9.038736830E0,-2.504473738E-2,4.214845970E-2,1.557660475E-2
9.047888288E0,-2.932066843E-2,3.726168349E-2,1.496575773E-2
9.057039747E0,-2.794626169E-2,2.535016090E-2,1.130067464E-2
9.066191153E0,-1.725643501E-2,1.145338640E-2,2.748812549E-3
9.075342611E0,-3.512371797E-3,-1.527118147E-4,-8.093725890E-3
9.084494070E0,6.413896102E-3,-1.160609815E-2,-1.466033421E-2
9.093645528E0,1.206423342E-2,-1.878355257E-2,-1.832541823E-2
9.102796934E0,1.328592747E-2,-2.596100792E-2,-1.832541823E-2
9.111948393E0,9.009997360E-3,-2.840439789E-2,-1.221694518E-2
9.121099851E0,-1.527118147E-3,-3.023693897E-2,-5.650337320E-3
9.130251309E0,-1.023169141E-2,-2.657185495E-2,-1.985253533E-3
9.139402715E0,-1.084253844E-2,-1.450762246E-2,-1.374406274E-3
9.148554174E0,-6.108472589E-3,6.108472589E-4,-1.527118147E-4
9.157705632E0,-6.261184346E-3,1.084253844E-2,-7.635590737E-4
9.166857090E0,-5.650337320E-3,1.557660475E-2,-1.985253533E-3
9.176008497E0,-4.428642802E-3,2.580829710E-2,-1.985253533E-3
9.185159955E0,-3.359660041E-3,3.420744836E-2,-7.635590737E-4
9.194311413E0,-7.024743594E-3,3.191677108E-2,1.679830020E-3
9.203462820E0,-1.053711493E-2,1.618745178E-2,-1.527118147E-4
9.212614278E0,-1.084253844E-2,-8.399149403E-3,-3.206948051E-3
9.221765736E0,-6.413896102E-3,-2.901524492E-2,-7.482878864E-3
9.230917195E0,-7.635590737E-4,-4.107947648E-2,-1.053711493E-2
9.240068601E0,4.123218823E-3,-3.497100621E-2,-1.099525020E-2
9.249220059E0,1.023169141E-2,-2.657185495E-2,-1.038440317E-2
9.258371518E0,7.635590620E-3,-2.290677279E-2,-7.941014133E-3
9.267522976E0,7.024743594E-3,-2.107422985E-2,-6.108472589E-3
9.276674382E0,6.413896102E-3,-1.267508045E-2,-4.275931045E-3
9.285825840E0,4.428642802E-3,-3.665083554E-3,-3.054236295E-3
9.294977299E0,6.108472589E-4,1.679830020E-3,-1.374406274E-3
9.304128757E0,-1.221694518E-3,1.068982761E-3,-2.596100792E-3
9.313280163E0,-6.108472589E-4,2.901524538E-3,-1.374406274E-3
9.322431622E0,3.054236295E-3,1.206423342E-2,-1.374406274E-3
9.331583080E0,6.719320081E-3,1.985253580E-2,-1.374406274E-3
9.340734538E0,1.328592747E-2,3.008422814E-2,6.108472589E-4
9.349885945E0,2.199050039E-2,3.497100621E-2,-0.000000000E0
9.359037403E0,2.443389036E-2,3.069507517E-2,-3.054236295E-3
9.368188861E0,2.641914412E-2,2.351761982E-2,-3.054236295E-3
9.377340320E0,3.008422814E-2,2.290677279E-2,-2.290677279E-3
9.386491726E0,3.130592033E-2,2.764083818E-2,1.527118147E-4
9.395643184E0,3.436015919E-2,2.473931387E-2,-4.581354442E-4
9.404794643E0,3.436015919E-2,2.351761982E-2,-4.581354442E-4
9.413946101E0,2.641914412E-2,1.801999472E-2,-6.108472589E-4
9.423097507E0,1.649287529E-2,1.985253580E-2,-3.665083554E-3
9.432248965E0,9.162709117E-3,2.229592577E-2,-5.497625098E-3
9.441400424E0,7.788302377E-3,2.825168520E-2,-6.719320081E-3
9.450551830E0,9.009997360E-3,2.886253223E-2,-6.719320081E-3
9.459703288E0,1.282779220E-2,2.412846684E-2,-6.719320081E-3
9.468854747E0,1.908897609E-2,1.679829881E-2,-7.330167107E-3
9.478006205E0,2.351761982E-2,6.566607859E-3,-9.162709117E-3
9.487157611E0,2.535016090E-2,-1.832541777E-3,-1.145338640E-2
9.496309070E0,2.367033064E-2,-9.773556143E-3,-1.450762246E-2
9.505460528E0,2.489202656E-2,-1.221694518E-2,-1.817270555E-2
9.514611986E0,2.977880463E-2,-7.330167107E-3,-2.000524849E-2
9.523763393E0,3.527642787E-2,2.901524538E-3,-2.061609551E-2
9.532914851E0,4.199574888E-2,1.740914769E-2,-2.122694254E-2
9.542066309E0,3.863608837E-2,3.497100621E-2,-1.878355257E-2
9.551217768E0,2.870982140E-2,4.275930673E-2,-1.771457121E-2
9.560369174E0,2.137965336E-2,4.382828996E-2,-1.893626526E-2
9.569520632E0,1.450762246E-2,4.153761268E-2,-1.771457121E-2
9.578672090E0,8.399149403E-3,3.481829539E-2,-1.649287529E-2
9.587823549E0,1.114796288E-2,1.924168877E-2,-1.710372418E-2
9.596974955E0,1.542389300E-2,1.252236869E-2,-2.015795931E-2
9.606126413E0,2.473931387E-2,1.618745178E-2,-2.443389036E-2
9.615277872E0,3.313846514E-2,2.702999115E-2,-2.794626169E-2
9.624429278E0,4.046862945E-2,3.665083647E-2,-3.222219273E-2
9.633580736E0,4.428642616E-2,3.848337755E-2,-3.466558084E-2
9.642732195E0,4.184303805E-2,3.848337755E-2,-3.710897267E-2
9.651883653E0,3.756710514E-2,3.237490356E-2,-3.894151375E-2
9.661035059E0,3.084778599E-2,2.641914412E-2,-4.077405483E-2
9.670186518E0,2.596100792E-2,1.969982497E-2,-4.337015375E-2
9.679337976E0,2.290677279E-2,1.252236869E-2,-4.398100078E-2
9.688489434E0,1.985253580E-2,7.635590620E-3,-4.642439261E-2
9.697640893E0,1.313321572E-2,-1.527118147E-4,-4.642439261E-2
9.706792299E0,7.024743594E-3,-1.985253533E-3,-4.764608666E-2
9.715943757E0,1.527118147E-3,-1.985253533E-3,-4.779879749E-2
9.725095215E0,2.137965523E-3,3.054236295E-4,-5.192201585E-2
9.734246622E0,6.413896102E-3,3.359660041E-3,-5.741964281E-2
9.743398080E0,1.145338640E-2,2.137965523E-3,-6.230641901E-2
9.752549538E0,1.649287529E-2,-5.039489828E-3,-6.841489673E-2
9.761700997E0,2.580829710E-2,-1.588202827E-2,-7.375980914E-2
9.770852403E0,3.573456407E-2,-2.443389036E-2,-7.803573459E-2
9.780003861E0,4.077405483E-2,-2.748812735E-2,-8.353336155E-2
