"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.129322696E1,-2.000524849E-2,-3.283303976E-2,-7.330167107E-3
1.130237826E1,-2.489202656E-2,-2.611372061E-2,-7.941014133E-3
1.131152956E1,-3.054236248E-2,-1.588202827E-2,-7.482878864E-3
1.132068092E1,-3.191677108E-2,-1.175880991E-2,-9.315420873E-3
1.132983222E1,-3.069507517E-2,-1.053711493E-2,-1.114796288E-2
1.133898357E1,-2.504473738E-2,-1.236965694E-2,-1.160609815E-2
1.134813488E1,-2.076880634E-2,-1.359135192E-2,-9.773556143E-3
1.135728623E1,-1.878355257E-2,-2.015795931E-2,-9.773556143E-3
1.136643753E1,-2.000524849E-2,-2.443389036E-2,-8.551862091E-3
1.137558889E1,-1.756185852E-2,-2.550287358E-2,-7.330167107E-3
1.138474019E1,-1.878355257E-2,-1.832541823E-2,-5.497625098E-3
1.139389154E1,-1.588202827E-2,4.581354442E-4,-4.886778072E-3
1.140304284E1,-1.175880991E-2,1.420219894E-2,-3.665083554E-3
1.141219415E1,-7.635590620E-3,2.748812735E-2,-2.443389036E-3
1.142134550E1,-4.581354558E-3,3.237490356E-2,-4.886778072E-3
1.143049680E1,-3.206948051E-3,3.054236248E-2,-9.162709117E-3
1.143964816E1,-1.374406274E-3,2.214321308E-2,-9.620844387E-3
1.144879946E1,-2.443389036E-3,9.468132630E-3,-7.177455351E-3
1.145795081E1,-3.054236295E-3,2.137965523E-3,-4.734066315E-3
1.146710212E1,-2.443389036E-3,5.803049076E-3,-4.581354442E-4
1.147625342E1,-3.206948051E-3,1.496575773E-2,1.221694518E-3
1.148540477E1,4.581354442E-4,3.237490356E-2,3.206948051E-3
1.149455607E1,8.857285604E-3,4.749337584E-2,5.039489828E-3
1.150370743E1,1.252236869E-2,4.978405312E-2,7.482878864E-3
1.151285873E1,7.024743594E-3,4.382828996E-2,6.872031838E-3
1.152201008E1,2.137965523E-3,3.665083647E-2,4.428642802E-3
1.153116139E1,-1.527118147E-4,2.565558441E-2,-2.290677279E-3
1.154031274E1,-3.206948051E-3,1.725643501E-2,-5.344913341E-3
1.154946404E1,-2.596100792E-3,1.786728203E-2,-7.177455351E-3
1.155861540E1,1.068982761E-3,2.504473738E-2,-2.901524538E-3
1.156776670E1,1.527118147E-3,3.481829539E-2,3.206948051E-3
1.157691805E1,1.527118147E-3,4.077405483E-2,9.315420873E-3
1.158606936E1,7.788302377E-3,3.481829539E-2,1.236965694E-2
1.159522066E1,9.009997360E-3,3.054236248E-2,1.298050396E-2
1.160437201E1,-2.137965523E-3,3.665083647E-2,9.315420873E-3
1.161352331E1,-1.145338640E-2,3.649812192E-2,3.054236295E-3
1.162267467E1,-1.695101149E-2,3.894151375E-2,-3.665083554E-3
1.163182597E1,-2.061609551E-2,4.367557913E-2,-7.941014133E-3
1.164097732E1,-2.321219631E-2,5.161659420E-2,-9.315420873E-3
1.165012862E1,-2.382304333E-2,4.795150831E-2,-5.650337320E-3
1.165927998E1,-2.428117767E-2,3.771981969E-2,-1.527118147E-4
1.166843128E1,-2.473931387E-2,2.397575416E-2,2.290677279E-3
1.167758258E1,-2.473931387E-2,9.468132630E-3,4.275931045E-3
1.168673394E1,-2.458660305E-2,3.970507067E-3,3.665083554E-3
1.169588524E1,-2.535016090E-2,1.007897966E-2,3.665083554E-3
1.170503659E1,-2.535016090E-2,1.298050396E-2,-1.527118147E-4
1.171418790E1,-2.229592577E-2,2.321219631E-2,-3.054236295E-3
1.172333925E1,-1.801999472E-2,2.993151546E-2,-6.108472589E-3
1.173249055E1,-1.496575773E-2,2.748812735E-2,-7.941014133E-3
1.174164191E1,-1.252236869E-2,2.565558441E-2,-9.162709117E-3
1.175079321E1,-1.007897966E-2,2.626643144E-2,-4.886778072E-3
1.175994456E1,-1.007897966E-2,2.260134928E-2,-1.832541777E-3
1.176909586E1,-1.374406368E-2,1.847812906E-2,1.832541777E-3
1.177824722E1,-1.557660475E-2,1.420219894E-2,5.497625098E-3
1.178739852E1,-1.801999472E-2,1.481304597E-2,5.497625098E-3
1.179654982E1,-2.168507688E-2,1.786728203E-2,6.108472589E-4
1.180570118E1,-2.412846684E-2,2.199050039E-2,-1.985253533E-3
1.181485248E1,-2.229592577E-2,2.199050039E-2,-2.443389036E-3
1.182400383E1,-2.336490713E-2,5.192201585E-3,-1.221694518E-3
1.183315514E1,-2.626643144E-2,-1.588202827E-2,-4.275931045E-3
1.184230649E1,-2.183778957E-2,-3.283303976E-2,-7.941014133E-3
1.185145779E1,-1.679829881E-2,-3.344388679E-2,-8.551862091E-3
1.186060915E1,-1.634016447E-2,-1.649287529E-2,-5.497625098E-3
1.186976045E1,-2.153236605E-2,9.162708884E-4,-2.443389036E-3
1.187891180E1,-2.718270384E-2,1.420219894E-2,-3.206948051E-3
1.188806310E1,-2.733541466E-2,2.687728032E-2,-3.206948051E-3
1.189721446E1,-2.428117767E-2,3.405473381E-2,-1.985253533E-3
1.190636576E1,-2.489202656E-2,2.626643144E-2,-7.635590737E-4
1.191551712E1,-3.069507517E-2,2.748812549E-3,-1.985253533E-3
1.192466842E1,-3.237490356E-2,-2.015795931E-2,-8.093725890E-3
1.193381972E1,-2.748812735E-2,-1.710372418E-2,-1.160609815E-2
1.194297107E1,-2.519745007E-2,3.359660041E-3,-1.160609815E-2
1.195212238E1,-2.535016090E-2,2.382304333E-2,-9.926267900E-3
1.196127373E1,-2.672456764E-2,4.138490185E-2,-7.482878864E-3
1.197042503E1,-2.993151546E-2,4.489727318E-2,-6.872031838E-3
1.197957639E1,-3.222219273E-2,3.344388679E-2,-5.650337320E-3
1.198872769E1,-3.268032894E-2,1.298050396E-2,-3.206948051E-3
1.199787904E1,-2.886253223E-2,-1.374406274E-3,-1.527118147E-4
1.200703034E1,-2.947338112E-2,-6.872031838E-3,1.679830020E-3
1.201618170E1,-2.260134928E-2,-9.926267900E-3,-2.443389036E-3
1.202533300E1,-9.773556143E-3,-5.039489828E-3,-4.275931045E-3
1.203448436E1,-1.832541777E-3,1.191152167E-2,-5.344913341E-3
1.204363566E1,-5.039489828E-3,2.993151546E-2,-6.719320081E-3
1.205278701E1,-1.130067464E-2,3.894151375E-2,-6.719320081E-3
1.206193831E1,-1.756185852E-2,3.710897267E-2,-7.330167107E-3
1.207108967E1,-2.168507688E-2,2.626643144E-2,-7.330167107E-3
1.208024097E1,-2.214321308E-2,8.246437646E-3,-8.551862091E-3
1.208939232E1,-2.199050039E-2,-7.482878864E-3,-1.038440317E-2
1.209854363E1,-2.504473738E-2,-8.093725890E-3,-1.099525020E-2
1.210769493E1,-2.641914412E-2,9.162708884E-4,-1.099525020E-2
1.211684628E1,-2.458660305E-2,3.970507067E-3,-1.160609815E-2
