"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.386638673E0,3.892624080E-1,-1.663031727E-1,-3.939964995E-2
7.395790704E0,3.791834414E-1,-2.880144715E-1,-3.145863488E-2
7.404942787E0,3.524588645E-1,-4.072824121E-1,-1.068982668E-2
7.414094818E0,3.234436214E-1,-4.940227270E-1,2.275406010E-2
7.423246902E0,2.692309320E-1,-5.179984570E-1,6.688777357E-2
7.432398933E0,1.791309565E-1,-4.619532526E-1,1.113269106E-1
7.441551016E0,6.352811307E-2,-3.500154912E-1,1.372879148E-1
7.450690339E0,-6.337540597E-2,-2.313583940E-1,1.406475753E-1
7.459855131E0,-1.806580722E-1,-1.363716573E-1,1.287360638E-1
7.469007162E0,-2.635805905E-1,-8.368607610E-2,1.079672500E-1
7.478159245E0,-2.838912606E-1,-6.566607952E-2,7.971556485E-2
7.487311329E0,-2.382304370E-1,-6.154286116E-2,3.802524135E-2
7.496463360E0,-1.408002973E-1,-4.169032723E-2,1.527118147E-4
7.505615443E0,-2.351761982E-2,9.620844387E-3,-2.535016090E-2
7.514767475E0,8.078455180E-2,7.055285573E-2,-3.802524135E-2
7.523919558E0,1.481304616E-1,1.236965731E-1,-4.306473210E-2
7.533071589E0,1.539335102E-1,1.658450365E-1,-4.978405312E-2
7.542223673E0,1.081199646E-1,2.122694254E-1,-6.597150117E-2
7.551375704E0,4.352286831E-2,2.669402659E-1,-7.879929990E-2
7.560527787E0,-1.985253533E-3,3.295520842E-1,-7.116370648E-2
7.569679870E0,-1.740914769E-2,3.790307343E-1,-4.993676394E-2
7.578831902E0,-1.328592747E-2,3.910949528E-1,-2.550287358E-2
7.587983985E0,-1.374406274E-3,3.587200642E-1,-5.192201585E-3
7.597136016E0,2.076880634E-2,2.954973578E-1,4.123218823E-3
7.606288100E0,6.139015034E-2,2.189887464E-1,1.053711493E-2
7.615440131E0,1.127013192E-1,1.383569092E-1,2.137965336E-2
7.624592214E0,1.614163816E-1,6.077930331E-2,4.062134400E-2
7.633744245E0,1.864611208E-1,-6.566607859E-3,5.375456065E-2
7.642896329E0,1.765348613E-1,-6.688777357E-2,5.314370990E-2
7.652048360E0,1.388150454E-1,-1.139230132E-1,4.489727318E-2
7.661200443E0,9.620844573E-2,-1.623326540E-1,3.237490356E-2
7.670352527E0,6.520794332E-2,-2.142546773E-1,2.183778957E-2
