"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.409554531E0,4.413371533E-2,9.788827598E-2,-7.330167107E-3
8.418707135E0,4.642439261E-2,1.046075895E-1,-4.123218823E-3
8.427859739E0,4.398100078E-2,1.033858955E-1,-0.000000000E0
8.437012395E0,4.031591862E-2,9.727742523E-2,1.221694518E-3
8.446164999E0,3.863608837E-2,8.887827396E-2,6.108472589E-4
8.455317656E0,4.107947648E-2,7.986827940E-2,-4.886778072E-3
8.464470260E0,4.734066129E-2,7.681404054E-2,-7.177455351E-3
8.473622864E0,5.100574717E-2,7.803573459E-2,-9.009997360E-3
8.482775468E0,4.856235534E-2,8.582404256E-2,-9.620844387E-3
8.491928124E0,4.107947648E-2,9.361234307E-2,-1.282779220E-2
8.501080729E0,3.359659761E-2,1.020114943E-1,-1.771457121E-2
8.510233333E0,2.977880463E-2,1.093416587E-1,-2.076880634E-2
8.519385989E0,3.665083647E-2,1.117850468E-1,-2.076880634E-2
8.528538593E0,5.024218559E-2,1.056765765E-1,-1.695101149E-2
8.537691197E0,6.200099736E-2,1.009425074E-1,-1.267508045E-2
8.546843854E0,6.765133142E-2,9.009996802E-2,-9.468132630E-3
8.555996458E0,6.215370819E-2,7.864658535E-2,-7.788302377E-3
8.565149062E0,5.054761097E-2,6.536065787E-2,-9.620844387E-3
8.574301718E0,3.527642787E-2,5.818320066E-2,-1.588202827E-2
8.583454322E0,1.985253580E-2,6.047387794E-2,-2.397575416E-2
8.592606926E0,1.175880991E-2,6.765133142E-2,-2.947338112E-2
8.601759583E0,1.298050396E-2,7.253811508E-2,-3.252761811E-2
8.610912187E0,1.786728203E-2,7.314895838E-2,-3.252761811E-2
8.620064791E0,2.229592577E-2,7.070557028E-2,-3.726168349E-2
8.629217447E0,2.473931387E-2,6.398624927E-2,-4.031591862E-2
8.638370051E0,2.611372061E-2,5.619794875E-2,-4.153761268E-2
8.647522656E0,2.794626169E-2,5.085303262E-2,-4.092676565E-2
8.656675312E0,3.420744836E-2,4.902049154E-2,-4.031591862E-2
8.665827916E0,4.337015375E-2,5.024218559E-2,-4.016320780E-2
8.674980520E0,5.008947477E-2,5.497625470E-2,-4.077405483E-2
