"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.586101659E0,2.351761982E-2,4.077405483E-2,-7.941014133E-3
7.595253951E0,2.580829710E-2,5.940489471E-2,-0.000000000E0
7.604406190E0,2.687728032E-2,7.101099193E-2,4.886778072E-3
7.613558482E0,2.183778957E-2,7.162184268E-2,2.443389036E-3
7.622710774E0,1.282779220E-2,5.772506446E-2,4.581354442E-4
7.631863065E0,4.886778072E-3,4.978405312E-2,-1.374406274E-3
7.641015357E0,-6.108472589E-4,4.734066129E-2,-7.635590737E-4
7.650167649E0,-4.275931045E-3,4.672981426E-2,-2.137965523E-3
7.659319888E0,-1.298050396E-2,4.978405312E-2,-7.024743594E-3
7.668472180E0,-2.031067200E-2,5.207473040E-2,-1.068982668E-2
7.677624472E0,-2.412846684E-2,5.222744122E-2,-8.857285604E-3
7.686776763E0,-2.153236605E-2,4.550812021E-2,-7.024743594E-3
7.695929055E0,-1.634016447E-2,2.321219631E-2,-7.635590620E-3
7.705081347E0,-1.130067464E-2,-2.748812549E-3,-5.803049076E-3
7.714233586E0,-6.108472589E-3,-2.489202656E-2,-1.374406274E-3
7.723385878E0,-3.665083554E-3,-3.878879920E-2,2.901524538E-3
7.732538169E0,-6.108472589E-3,-4.123219103E-2,4.734066315E-3
7.741690461E0,-1.160609815E-2,-3.405473381E-2,3.359660041E-3
7.750842753E0,-1.847812906E-2,-2.137965336E-2,1.527118147E-3
7.759995044E0,-1.801999472E-2,-6.872031838E-3,2.748812549E-3
7.769147284E0,-1.023169141E-2,1.007897966E-2,5.803049076E-3
7.778299576E0,1.527118147E-4,1.908897609E-2,7.177455351E-3
7.787451867E0,7.635590620E-3,1.908897609E-2,5.955760833E-3
7.796604159E0,9.468132630E-3,8.857285604E-3,4.123218823E-3
7.805756451E0,5.344913341E-3,1.068982761E-3,1.068982761E-3
7.814908690E0,1.679830020E-3,-4.428642802E-3,1.679830020E-3
7.824060982E0,-1.527118147E-4,-5.650337320E-3,3.512371797E-3
7.833213274E0,-2.748812549E-3,2.290677279E-3,4.734066315E-3
7.842365565E0,-2.901524538E-3,1.481304597E-2,4.123218823E-3
7.851517857E0,-5.955760833E-3,2.321219631E-2,-1.527118147E-4
7.860670149E0,-7.177455351E-3,2.748812735E-2,-2.748812549E-3
7.869822388E0,-6.108472589E-3,3.054236248E-2,-3.970507067E-3
7.878974680E0,-3.512371797E-3,2.932066843E-2,-3.206948051E-3
7.888126972E0,2.596100792E-3,2.504473738E-2,-4.428642802E-3
7.897279263E0,3.970507067E-3,1.664558798E-2,-4.428642802E-3
7.906431555E0,5.344913341E-3,5.192201585E-3,-5.039489828E-3
7.915583847E0,2.901524538E-3,-5.650337320E-3,-4.428642802E-3
7.924736086E0,5.344913341E-3,-8.704573847E-3,-3.206948051E-3
7.933888378E0,2.901524538E-3,-6.261184346E-3,-1.985253533E-3
7.943040669E0,-4.581354558E-3,-1.374406274E-3,-1.527118147E-4
7.952192961E0,-1.068982668E-2,2.137965523E-3,-3.054236295E-4
7.961345253E0,-1.267508045E-2,3.359660041E-3,1.527118147E-3
7.970497544E0,-8.857285604E-3,-7.635590737E-4,-9.162708884E-4
7.979649784E0,-3.817795310E-3,-1.114796288E-2,-3.817795310E-3
7.988802076E0,-3.817795310E-3,-1.771457121E-2,-5.039489828E-3
7.997954367E0,-1.221694518E-3,-2.122694254E-2,-4.428642802E-3
8.007106659E0,-1.221694518E-3,-2.015795931E-2,-3.817795310E-3
8.016258951E0,-2.596100792E-3,-1.282779220E-2,-2.596100792E-3
8.025411242E0,-3.359660041E-3,-3.817795310E-3,-1.985253533E-3
8.034563482E0,-3.970507067E-3,-5.039489828E-3,-1.985253533E-3
8.043715774E0,-5.192201585E-3,-9.162708884E-4,-3.206948051E-3
8.052868065E0,-1.267508045E-2,1.664558798E-2,-3.970507067E-3
8.062020357E0,-2.947338112E-2,2.260134928E-2,-4.581354442E-4
8.071172649E0,-4.520269856E-2,-8.093725890E-3,5.039489828E-3
8.080324940E0,-4.734066129E-2,-5.207473040E-2,1.481304597E-2
