"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.526366170E0,6.352811307E-2,-3.695625812E-2,4.627167806E-2
6.535519972E0,7.024743408E-2,-3.145863488E-2,3.894151375E-2
6.544673774E0,6.459710002E-2,-9.773556143E-3,4.306473210E-2
6.553827576E0,4.963133857E-2,5.955760833E-3,4.428642616E-2
6.562981378E0,3.038965166E-2,1.130067464E-2,4.718795046E-2
6.572135232E0,1.878355257E-2,-7.635590737E-4,4.825693369E-2
6.581289034E0,1.954711229E-2,-1.710372418E-2,4.520269856E-2
6.590442836E0,2.580829710E-2,-1.343864016E-2,4.230117425E-2
6.599596638E0,3.481829539E-2,1.664558798E-2,4.107947648E-2
6.608750440E0,3.512371704E-2,4.260659590E-2,4.107947648E-2
6.617904242E0,2.535016090E-2,3.176405653E-2,3.298575059E-2
6.627058097E0,2.015795931E-2,2.137965523E-3,2.809897438E-2
6.636211899E0,1.282779220E-2,-1.481304597E-2,2.870982140E-2
6.645365701E0,6.108472589E-3,-3.817795310E-3,3.054236248E-2
6.654519503E0,-6.566607859E-3,2.565558441E-2,2.672456764E-2
6.663673305E0,-1.969982497E-2,4.963133857E-2,1.985253580E-2
6.672827107E0,-2.962609194E-2,5.619794875E-2,1.496575773E-2
6.681980961E0,-3.313846514E-2,4.535540938E-2,1.130067464E-2
6.691134763E0,-2.932066843E-2,2.428117767E-2,5.803049076E-3
6.700288565E0,-2.672456764E-2,1.099525020E-2,5.803049076E-3
6.709442367E0,-2.183778957E-2,1.160609815E-2,7.024743594E-3
6.718596170E0,-1.817270555E-2,1.404948719E-2,1.511846948E-2
6.727749972E0,-1.756185852E-2,9.315420873E-3,2.367033064E-2
6.736903826E0,-1.359135192E-2,-8.093725890E-3,2.916795574E-2
6.746057628E0,-3.054236295E-3,-2.855710872E-2,2.748812735E-2
6.755211430E0,3.206948051E-3,-3.527642787E-2,2.015795931E-2
6.764365232E0,-1.221694518E-3,-1.725643501E-2,2.015795931E-2
6.773519034E0,-1.145338640E-2,1.893626526E-2,2.733541466E-2
6.782672836E0,-2.168507688E-2,6.169557199E-2,3.451287001E-2
6.791826638E0,-3.237490356E-2,8.704573661E-2,3.695625812E-2
6.800980492E0,-3.603998944E-2,7.437065244E-2,3.268032894E-2
6.810134295E0,-2.275406010E-2,4.978405312E-2,2.718270384E-2
6.819288097E0,-1.114796288E-2,4.795150831E-2,2.244863659E-2
6.828441899E0,-1.114796288E-2,6.536065787E-2,1.878355257E-2
6.837595701E0,-1.939439960E-2,7.620319724E-2,2.107422985E-2
6.846749503E0,-2.183778957E-2,7.437065244E-2,2.718270384E-2
6.855903305E0,-2.046338283E-2,6.230641901E-2,3.268032894E-2
6.865057159E0,-2.351761982E-2,4.978405312E-2,3.573456407E-2
6.874210961E0,-2.947338112E-2,2.809897438E-2,3.329117596E-2
6.883364763E0,-3.283303976E-2,1.527118147E-3,2.840439789E-2
