"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.158557304E0,3.466558084E-2,4.077405483E-2,-1.160609815E-2
8.167709648E0,5.314370990E-2,3.115320951E-2,-1.450762246E-2
8.176861991E0,6.994201243E-2,2.214321308E-2,-1.618745178E-2
8.186014335E0,8.536590636E-2,1.435491070E-2,-1.679829881E-2
8.195166679E0,9.345962852E-2,1.007897966E-2,-1.725643501E-2
8.204319075E0,9.529217333E-2,7.177455351E-3,-1.908897609E-2
8.213471418E0,9.162709117E-2,2.290677279E-3,-2.153236605E-2
8.222623762E0,8.307522535E-2,-2.596100792E-3,-2.580829710E-2
8.231776106E0,7.757759839E-2,-4.428642802E-3,-2.840439789E-2
8.240928450E0,7.391251624E-2,-8.093725890E-3,-3.084778599E-2
8.250080793E0,7.207997888E-2,-1.160609815E-2,-3.268032894E-2
8.259233137E0,6.963659078E-2,-1.649287529E-2,-3.634541109E-2
8.268385481E0,6.795676053E-2,-2.489202656E-2,-4.123219103E-2
8.277537877E0,6.612421572E-2,-2.855710872E-2,-4.550812021E-2
8.286690221E0,6.490252167E-2,-3.222219273E-2,-5.039490014E-2
8.295842564E0,6.490252167E-2,-3.038965166E-2,-5.283828825E-2
8.304994908E0,6.612421572E-2,-2.443389036E-2,-5.283828825E-2
8.314147252E0,6.306997687E-2,-1.832541823E-2,-5.222744122E-2
8.323299596E0,6.108472496E-2,-1.298050396E-2,-5.283828825E-2
8.332451939E0,5.986303091E-2,-7.024743594E-3,-5.650337040E-2
8.341604335E0,5.726693198E-2,-3.054236295E-4,-5.726693198E-2
8.350756679E0,6.047387794E-2,3.054236295E-4,-5.955760926E-2
8.359909023E0,6.169557199E-2,-4.581354558E-3,-5.833591148E-2
8.369061366E0,6.230641901E-2,-3.970507067E-3,-5.589252338E-2
8.378213710E0,5.665608495E-2,1.527118147E-3,-5.360184610E-2
8.387366054E0,5.100574717E-2,1.114796288E-2,-5.238015205E-2
8.396518450E0,4.535540938E-2,2.489202656E-2,-4.871506989E-2
8.405670793E0,4.153761268E-2,3.878879920E-2,-4.459185153E-2
8.414823137E0,3.527642787E-2,5.864133686E-2,-4.214845970E-2
8.423975481E0,3.130592033E-2,7.971556485E-2,-4.092676565E-2
8.433127825E0,3.115320951E-2,1.050657257E-1,-4.275930673E-2
8.442280168E0,3.390202299E-2,1.334701329E-1,-4.703523964E-2
8.451432564E0,4.107947648E-2,1.598892659E-1,-4.764608666E-2
8.460584908E0,4.947862774E-2,1.803526580E-1,-4.947862774E-2
8.469737252E0,6.062658876E-2,1.913478971E-1,-5.299099907E-2
8.478889596E0,7.849387079E-2,1.882936656E-1,-5.726693198E-2
8.488041939E0,9.590301663E-2,1.798945218E-1,-6.627693027E-2
8.497194283E0,1.113269106E-1,1.750077456E-1,-7.284353673E-2
8.506346627E0,1.206423342E-1,1.690519750E-1,-7.757759839E-2
8.515499023E0,1.269035190E-1,1.594311297E-1,-8.063183725E-2
