"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.464733957E0,3.344388679E-2,2.580829710E-2,3.054236295E-3
8.473886196E0,3.374931216E-2,5.528167635E-2,7.330167107E-3
8.483038436E0,3.420744836E-2,6.551336497E-2,7.330167107E-3
8.492190675E0,2.886253223E-2,5.039490014E-2,4.275931045E-3
8.501342915E0,2.290677279E-2,3.115320951E-2,1.221694518E-3
8.510495154E0,2.290677279E-2,3.176405653E-2,-1.832541777E-3
8.519647394E0,2.275406010E-2,4.795150831E-2,-3.054236295E-3
8.528799634E0,2.382304333E-2,7.574506104E-2,-2.443389036E-3
8.537951821E0,2.305948362E-2,8.964183182E-2,-2.443389036E-3
8.547104061E0,1.191152167E-2,9.025268257E-2,-3.206948051E-3
8.556256300E0,3.054236295E-4,8.108997345E-2,-7.482878864E-3
8.565408540E0,-9.162708884E-4,7.391251624E-2,-9.926267900E-3
8.574560779E0,6.566607859E-3,7.452336699E-2,-9.926267900E-3
8.583713019E0,9.009997360E-3,8.170082420E-2,-1.175880991E-2
8.592865259E0,5.192201585E-3,8.658760041E-2,-1.175880991E-2
8.602017498E0,-5.344913341E-3,8.780929446E-2,-1.068982668E-2
8.611169738E0,-1.007897966E-2,7.437065244E-2,-4.581354558E-3
8.620321977E0,-6.719320081E-3,4.672981426E-2,-3.359660041E-3
8.629474217E0,-4.123218823E-3,2.260134928E-2,-8.704573847E-3
8.638626457E0,-5.344913341E-3,2.382304333E-2,-1.359135192E-2
8.647778696E0,-4.886778072E-3,4.062134400E-2,-1.114796288E-2
8.656930884E0,-1.985253533E-3,5.405998230E-2,-6.261184346E-3
8.666083123E0,4.581354442E-4,6.734590977E-2,4.581354442E-4
8.675235363E0,2.137965523E-3,7.574506104E-2,4.123218823E-3
8.684387602E0,1.527118147E-3,7.635590434E-2,2.290677279E-3
8.693539842E0,1.068982761E-3,6.551336497E-2,-1.985253533E-3
8.702692082E0,5.955760833E-3,6.612421572E-2,-4.428642802E-3
8.711844321E0,7.635590620E-3,8.780929446E-2,-3.206948051E-3
8.720996561E0,3.054236295E-3,1.148392856E-1,4.581354442E-4
8.730148800E0,-0.000000000E0,1.191152185E-1,3.970507067E-3
8.739301040E0,3.206948051E-3,1.009425074E-1,4.123218823E-3
8.748453279E0,6.413896102E-3,8.353336155E-2,-1.985253533E-3
8.757605519E0,7.788302377E-3,7.330167294E-2,-6.261184346E-3
8.766757759E0,1.084253844E-2,7.024743408E-2,-3.206948051E-3
8.775909946E0,1.389677543E-2,6.673506647E-2,-1.527118147E-4
8.785062186E0,9.162709117E-3,5.879404768E-2,-3.206948051E-3
8.794214425E0,1.221694518E-3,5.100574717E-2,-6.261184346E-3
8.803366665E0,-1.221694518E-3,4.489727318E-2,-9.315420873E-3
8.812518904E0,5.039489828E-3,4.260659590E-2,-1.175880991E-2
8.821671144E0,1.298050396E-2,4.611896724E-2,-1.053711493E-2
8.830823384E0,1.847812906E-2,5.283828825E-2,-6.719320081E-3
8.839975623E0,1.527118124E-2,5.589252338E-2,-4.428642802E-3
8.849127863E0,6.108472589E-3,5.467082933E-2,-2.596100792E-3
8.858280102E0,-0.000000000E0,4.856235534E-2,-2.596100792E-3
8.867432342E0,-3.054236295E-3,3.833066672E-2,-8.704573847E-3
8.876584582E0,2.596100792E-3,3.115320951E-2,-1.420219894E-2
8.885736821E0,1.496575773E-2,3.176405653E-2,-1.603474095E-2
8.894889061E0,2.351761982E-2,4.367557913E-2,-1.221694518E-2
8.904041248E0,2.199050039E-2,6.551336497E-2,-7.330167107E-3
8.913193488E0,1.145338640E-2,8.108997345E-2,-7.482878864E-3
8.922345727E0,4.581354558E-3,9.254335612E-2,-6.261184346E-3
8.931497967E0,1.527118147E-4,9.315420687E-2,-5.039489828E-3
8.940650207E0,-1.374406274E-3,7.085828483E-2,-6.872031838E-3
8.949802446E0,3.665083554E-3,5.039490014E-2,-1.298050396E-2
8.958954686E0,9.315420873E-3,4.550812021E-2,-1.725643501E-2
8.968106925E0,1.603474095E-2,5.451811850E-2,-1.893626526E-2
8.977259165E0,1.710372418E-2,6.245913357E-2,-1.832541823E-2
8.986411404E0,7.941014133E-3,6.536065787E-2,-1.908897609E-2
8.995563644E0,-3.206948051E-3,6.719319522E-2,-1.725643501E-2
9.004715884E0,-6.872031838E-3,5.879404768E-2,-1.664558798E-2
9.013868123E0,-5.497625098E-3,5.039490014E-2,-1.969982497E-2
9.023020363E0,-3.054236295E-3,5.146388337E-2,-2.351761982E-2
9.032172550E0,1.832541777E-3,5.925218388E-2,-2.473931387E-2
9.041324790E0,2.290677279E-3,7.620319724E-2,-2.473931387E-2
9.050477029E0,1.527118147E-3,8.948912472E-2,-2.168507688E-2
9.059629269E0,-1.068982761E-3,9.254335612E-2,-1.725643501E-2
9.068781509E0,-3.359660041E-3,8.765657991E-2,-1.725643501E-2
9.077933748E0,-3.970507067E-3,8.231166750E-2,-1.969982497E-2
9.087085988E0,-6.413896102E-3,8.108997345E-2,-2.122694254E-2
9.096238227E0,-7.788302377E-3,8.948912472E-2,-1.924168877E-2
9.105390467E0,-6.719320081E-3,1.093416587E-1,-1.557660475E-2
9.114542707E0,-1.985253533E-3,1.328592747E-1,-1.374406368E-2
9.123694946E0,4.123218823E-3,1.426328421E-1,-1.420219894E-2
9.132847186E0,5.955760833E-3,1.430909634E-1,-1.847812906E-2
9.141999425E0,4.581354442E-4,1.412584335E-1,-2.046338283E-2
9.151151665E0,-7.635590737E-4,1.316375881E-1,-2.183778957E-2
9.160303904E0,4.275931045E-3,1.287360638E-1,-1.908897609E-2
9.169456144E0,1.771457121E-2,1.408002973E-1,-1.481304597E-2
9.178608384E0,2.855710872E-2,1.559187621E-1,-1.160609815E-2
9.187760571E0,2.748812735E-2,1.498102844E-1,-1.343864016E-2
9.196912811E0,2.580829710E-2,1.287360638E-1,-1.954711229E-2
9.206065050E0,2.916795574E-2,1.111742035E-1,-2.641914412E-2
9.215217290E0,3.649812192E-2,1.094943732E-1,-2.947338112E-2
9.224369529E0,4.016320780E-2,1.136175916E-1,-2.947338112E-2
9.233521769E0,3.939964995E-2,1.244601309E-1,-2.580829710E-2
9.242674009E0,4.062134400E-2,1.311794519E-1,-2.275406010E-2
