"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.257545734E0,2.834331393E-1,-3.266505599E-1,1.183516532E-1
7.266698286E0,1.801999360E-1,-1.479777545E-1,1.064401343E-1
7.275850838E0,9.208522737E-2,1.084253844E-2,8.674030751E-2
7.285003390E0,4.474456236E-2,1.330119967E-1,6.322269142E-2
7.294143182E0,4.581354558E-2,1.727170646E-1,4.367557913E-2
7.303308494E0,7.253811508E-2,1.504211426E-1,2.305948362E-2
7.312461046E0,1.177408099E-1,6.230641901E-2,-2.137965523E-3
7.321600838E0,1.675248593E-1,-3.649812192E-2,-2.748812735E-2
7.330766098E0,1.931804419E-1,-1.467560530E-1,-4.245388508E-2
7.339918650E0,1.904316396E-1,-2.480039895E-1,-4.245388508E-2
7.349071202E0,1.663031727E-1,-3.087832928E-1,-3.268032894E-2
7.358223755E0,1.409530044E-1,-3.196258247E-1,-2.305948362E-2
7.367376307E0,1.209477559E-1,-2.829749882E-1,-1.969982497E-2
7.376528859E0,1.091889441E-1,-2.136438340E-1,-1.191152167E-2
7.385681411E0,9.804098308E-2,-1.400367320E-1,-6.413896102E-3
7.394833963E0,8.032641560E-2,-9.193251282E-2,-2.290677279E-3
7.403986463E0,5.848862603E-2,-6.184828654E-2,-3.206948051E-3
7.413139015E0,4.657710344E-2,-4.077405483E-2,-4.428642802E-3
7.422291567E0,5.512896553E-2,-3.405473381E-2,-7.635590737E-4
7.431444119E0,7.437065244E-2,-5.039490014E-2,3.665083554E-3
7.440596671E0,8.444963396E-2,-7.620319724E-2,9.162709117E-3
7.449749223E0,8.276980370E-2,-9.849911928E-2,1.343864016E-2
7.458901775E0,7.864658535E-2,-1.201841980E-1,1.404948719E-2
7.468054327E0,7.513421029E-2,-1.285833418E-1,9.773556143E-3
7.477206880E0,6.505523622E-2,-9.972081333E-2,4.275931045E-3
7.486359432E0,5.207473040E-2,-3.833066672E-2,-1.527118147E-4
7.495511932E0,4.703523964E-2,4.596625641E-2,-3.970507067E-3
7.504664484E0,5.436540768E-2,1.357607991E-1,-8.246437646E-3
7.513817036E0,7.085828483E-2,2.063136548E-1,-8.093725890E-3
7.522969588E0,8.597674966E-2,2.443388999E-1,-5.650337320E-3
7.532122140E0,1.007898003E-1,2.510582209E-1,6.108472589E-4
7.541274692E0,1.143811494E-1,2.354816198E-1,1.343864016E-2
7.550427244E0,1.177408099E-1,1.980672181E-1,2.458660305E-2
7.559579796E0,1.096470803E-1,1.391204596E-1,2.947338112E-2
7.568732348E0,9.407047927E-2,7.574506104E-2,3.298575059E-2
7.577884900E0,7.421794534E-2,3.054236248E-2,3.420744836E-2
7.587037400E0,6.642963737E-2,8.857285604E-3,3.038965166E-2
7.596189952E0,7.085828483E-2,-6.872031838E-3,2.809897438E-2
7.605342505E0,7.589777559E-2,-1.954711229E-2,2.199050039E-2
7.614495057E0,8.032641560E-2,-3.038965166E-2,1.771457121E-2
7.623647609E0,7.742489129E-2,-4.184303805E-2,1.404948719E-2
7.632800161E0,7.391251624E-2,-6.108472496E-2,1.404948719E-2
7.641952713E0,6.963659078E-2,-7.620319724E-2,1.221694518E-2
7.651105265E0,6.673506647E-2,-8.887827396E-2,1.404948719E-2
7.660257817E0,5.818320066E-2,-9.788827598E-2,1.145338640E-2
7.669410369E0,4.535540938E-2,-1.070509851E-1,9.620844387E-3
7.678562921E0,3.176405653E-2,-1.027750522E-1,7.024743594E-3
7.687715473E0,2.611372061E-2,-9.315420687E-2,4.581354558E-3
7.696867973E0,2.596100792E-2,-7.681404054E-2,2.748812549E-3
7.706020525E0,3.313846514E-2,-5.451811850E-2,-9.162708884E-4
7.715173077E0,4.337015375E-2,-2.809897438E-2,-3.359660041E-3
7.724325630E0,5.115845799E-2,-9.162708884E-4,-1.374406274E-3
7.733478182E0,4.779879749E-2,2.260134928E-2,-9.162708884E-4
7.742630734E0,3.100049868E-2,4.306473210E-2,-2.137965523E-3
7.751783286E0,1.053711493E-2,5.619794875E-2,-5.344913341E-3
7.760935838E0,-4.123218823E-3,5.909947306E-2,-9.162709117E-3
7.770088390E0,-9.009997360E-3,5.375456065E-2,-1.282779220E-2
7.779240942E0,-1.145338640E-2,4.581354558E-2,-1.542389300E-2
7.788393494E0,-1.007897966E-2,3.741439432E-2,-1.954711229E-2
7.797546046E0,-4.428642802E-3,3.023693897E-2,-2.443389036E-2
7.806698546E0,4.886778072E-3,2.351761982E-2,-2.687728032E-2
7.815851098E0,1.298050396E-2,1.817270555E-2,-2.733541466E-2
7.825003650E0,1.236965694E-2,1.695101149E-2,-2.611372061E-2
7.834156202E0,4.123218823E-3,3.084778599E-2,-2.687728032E-2
7.843308755E0,9.162708884E-4,4.474456236E-2,-2.748812735E-2
7.852461307E0,5.803049076E-3,6.093201414E-2,-2.687728032E-2
7.861613859E0,1.420219894E-2,7.727217674E-2,-2.489202656E-2
7.870766411E0,1.908897609E-2,8.750387281E-2,-2.244863659E-2
7.879918963E0,1.282779220E-2,8.628217876E-2,-1.893626526E-2
7.889071515E0,3.817795310E-3,7.727217674E-2,-1.649287529E-2
7.898224067E0,3.206948051E-3,6.642963737E-2,-1.710372418E-2
7.907376619E0,1.313321572E-2,6.337540597E-2,-1.878355257E-2
7.916529171E0,2.183778957E-2,5.848862603E-2,-2.122694254E-2
7.925681723E0,2.550287358E-2,5.909947306E-2,-2.061609551E-2
7.934834223E0,1.847812906E-2,7.009471953E-2,-1.634016447E-2
7.943986775E0,6.872031838E-3,7.299624383E-2,-1.893626526E-2
7.953139327E0,7.635590737E-4,6.337540597E-2,-2.260134928E-2
7.962291880E0,7.635590620E-3,5.543438718E-2,-2.321219631E-2
7.971444432E0,1.252236869E-2,5.726693198E-2,-2.000524849E-2
7.980596984E0,4.581354558E-3,5.909947306E-2,-1.588202827E-2
7.989749536E0,-4.123218823E-3,5.008947477E-2,-1.343864016E-2
7.998902088E0,-6.413896102E-3,3.023693897E-2,-1.282779220E-2
8.008054640E0,0.000000000E0,6.108472589E-3,-1.343864016E-2
8.017207192E0,7.635590620E-3,-1.496575773E-2,-1.450762246E-2
8.026359744E0,1.450762246E-2,-3.054236248E-2,-1.695101149E-2
8.035512296E0,2.260134928E-2,-4.321744293E-2,-1.557660475E-2
8.044664848E0,3.252761811E-2,-5.161659420E-2,-1.313321572E-2
8.053817400E0,4.062134400E-2,-5.222744122E-2,-1.007897966E-2
8.062969952E0,3.802524135E-2,-4.917320609E-2,-1.068982668E-2
8.072122505E0,2.458660305E-2,-4.627167806E-2,-1.496575773E-2
8.081275005E0,9.009997360E-3,-4.321744293E-2,-1.634016447E-2
8.090427557E0,-2.137965523E-3,-3.542914242E-2,-1.893626526E-2
8.099580109E0,-8.399149403E-3,-2.046338283E-2,-2.076880634E-2
8.108732661E0,-1.588202827E-2,-5.344913341E-3,-2.076880634E-2
8.117885213E0,-1.832541823E-2,6.108472589E-4,-2.519745007E-2
8.127037765E0,-1.771457121E-2,-5.955760833E-3,-2.886253223E-2
8.136190317E0,-1.084253844E-2,-1.801999472E-2,-3.054236248E-2
8.145342869E0,-3.206948051E-3,-3.191677108E-2,-3.115320951E-2
8.154495421E0,4.581354442E-4,-3.848337755E-2,-2.809897438E-2
8.163647973E0,-2.596100792E-3,-3.787253052E-2,-2.687728032E-2
8.172800525E0,-6.261184346E-3,-3.741439432E-2,-2.565558441E-2
8.181953077E0,-7.024743594E-3,-3.130592033E-2,-2.565558441E-2
8.191105630E0,-2.137965523E-3,-2.519745007E-2,-2.382304333E-2
8.200258182E0,2.137965523E-3,-1.679829881E-2,-2.137965336E-2
8.209410734E0,-4.581354442E-4,-1.252236869E-2,-1.954711229E-2
8.218563286E0,-7.177455351E-3,-1.313321572E-2,-1.832541823E-2
8.227715838E0,-1.084253844E-2,-1.496575773E-2,-1.649287529E-2
8.236868390E0,-1.267508045E-2,-1.679829881E-2,-1.343864016E-2
8.246020890E0,-1.267508045E-2,-2.336490713E-2,-1.160609815E-2
8.255173494E0,-1.252236869E-2,-3.481829539E-2,-1.099525020E-2
8.264325994E0,-8.857285604E-3,-4.337015375E-2,-1.343864016E-2
8.273478546E0,-2.596100792E-3,-4.993676394E-2,-1.466033421E-2
8.282631098E0,3.512371797E-3,-4.688252881E-2,-1.145338640E-2
8.291783650E0,9.009997360E-3,-3.542914242E-2,-1.084253844E-2
8.300936202E0,1.130067464E-2,-2.031067200E-2,-1.023169141E-2
8.310088755E0,6.872031838E-3,-7.024743594E-3,-9.009997360E-3
8.319241307E0,-0.000000000E0,7.330167107E-3,-7.941014133E-3
8.328393859E0,-1.068982668E-2,2.305948362E-2,-6.719320081E-3
8.337546411E0,-1.740914769E-2,3.206948191E-2,-7.482878864E-3
8.346698963E0,-1.634016447E-2,3.619270027E-2,-7.482878864E-3
8.355851515E0,-1.557660475E-2,3.436015919E-2,-8.093725890E-3
8.365004067E0,-1.557660475E-2,2.550287358E-2,-8.093725890E-3
8.374156619E0,-1.359135192E-2,1.756185852E-2,-7.482878864E-3
8.383309171E0,-1.114796288E-2,1.634016447E-2,-7.941014133E-3
8.392461723E0,-8.093725890E-3,1.206423342E-2,-9.162709117E-3
8.401614275E0,-6.261184346E-3,1.267508045E-2,-1.038440317E-2
8.410766827E0,-8.704573847E-3,2.122694254E-2,-9.773556143E-3
